Batch	Correct_edit	Indels	Substitutions_amplicon	Reads_aligned_all_amplicons	Reads_aligned_reference	Reads_aligned_amplicon	dir
REP2_OrthoTS1cells_TSseq_GCTGC_EMX1_type2_RTT_20	54.9392334060455	0.234916221204785	0.582496344415946	41717	18798	22919	CRISPRessoBatch_on_OrthoTS1_EMX1_v2
REP2_OrthoTS1cells_TSseq_GCTGC_EMX1_type2_RTT_22	59.6056397752571	0.402841089791159	0.759037421817025	47165	19052	28113	CRISPRessoBatch_on_OrthoTS1_EMX1_v2
REP2_OrthoTS1cells_TSseq_GTCAG_EMX1_type2_RTT_14	59.088927003692	0.0581412250356115	0.747114741707608	34399	14036	20326	CRISPRessoBatch_on_OrthoTS1_EMX1_v2
REP2_OrthoTS1cells_TSseq_GTCAG_EMX1_type2_RTT_16	62.8133917651855	0.0764370158988993	0.766918059518956	39248	14595	24653	CRISPRessoBatch_on_OrthoTS1_EMX1_v2
REP2_OrthoTS1cells_TSseq_GTCAG_EMX1_type2_RTT_18	59.5978394999292	0.169926971860903	0.693868468432019	49433	19968	29461	CRISPRessoBatch_on_OrthoTS1_EMX1_v2
REP2_OrthoTS1cells_TSseq_GTCAG_EMX1_type2_RTT_20	66.1199846808894	0.153191105904616	0.76820833990403	44389	15039	29350	CRISPRessoBatch_on_OrthoTS1_EMX1_v2
REP2_OrthoTS1cells_TSseq_GTCAG_EMX1_type2_RTT_22	65.8102766798419	0.0964041260965969	0.751952183553456	41492	14186	27306	CRISPRessoBatch_on_OrthoTS1_EMX1_v2
REP3_OrthoTS1cells_TSseq_GCTGC_EMX1_type2_RTT_14	62.1362136213621	0.0875087508750875	0.65006500650065	39996	15144	24852	CRISPRessoBatch_on_OrthoTS1_EMX1_v2
REP3_OrthoTS1cells_TSseq_GCTGC_EMX1_type2_RTT_16	62.3772986411762	0.132881820909597	0.580822152685499	46658	17552	29104	CRISPRessoBatch_on_OrthoTS1_EMX1_v2
REP3_OrthoTS1cells_TSseq_GCTGC_EMX1_type2_RTT_18	55.2890635119382	0.414489875221277	0.54617676266137	46322	20710	25611	CRISPRessoBatch_on_OrthoTS1_EMX1_v2
REP3_OrthoTS1cells_TSseq_GCTGC_EMX1_type2_RTT_20	53.2217715953455	0.189515976196793	0.511693135731342	52766	24666	28083	CRISPRessoBatch_on_OrthoTS1_EMX1_v2
REP3_OrthoTS1cells_TSseq_GCTGC_EMX1_type2_RTT_22	61.0536407009408	0.0557363891737638	0.677754492352967	44854	17469	27385	CRISPRessoBatch_on_OrthoTS1_EMX1_v2
REP3_OrthoTS1cells_TSseq_GTCAG_EMX1_type2_RTT_14	58.9884332281809	0.10515247108307	0.679284963196635	47550	19497	28049	CRISPRessoBatch_on_OrthoTS1_EMX1_v2
REP3_OrthoTS1cells_TSseq_GTCAG_EMX1_type2_RTT_16	65.2333598230203	0.165381558882278	0.775360295538994	46559	16148	30372	CRISPRessoBatch_on_OrthoTS1_EMX1_v2
REP3_OrthoTS1cells_TSseq_GTCAG_EMX1_type2_RTT_18	68.9799809342231	0.0402499735197543	0.927867810613282	47205	14630	32562	CRISPRessoBatch_on_OrthoTS1_EMX1_v2
REP3_OrthoTS1cells_TSseq_GTCAG_EMX1_type2_RTT_20	61.4578031151379	0.135735858020293	0.797448165869218	58938	22707	36222	CRISPRessoBatch_on_OrthoTS1_EMX1_v2
REP3_OrthoTS1cells_TSseq_GTCAG_EMX1_type2_RTT_22	62.1784867340941	0.0891825607556195	0.786428035754099	49337	18631	30677	CRISPRessoBatch_on_OrthoTS1_EMX1_v2
REP1_OrthoTS1cells_TSseq_GCTGC_HEK3_type1_RTT_30	47.2666740650316	0.186438797025857	1.52924203750971	45055	23754	21296	CRISPRessoBatch_on_OrthoTS1_HEK3_v1
REP1_OrthoTS1cells_TSseq_GCTGC_HEK3_type1_RTT_32	50.4044651443441	0.177248128523749	1.52546527633737	53033	26295	26731	CRISPRessoBatch_on_OrthoTS1_HEK3_v1
REP1_OrthoTS1cells_TSseq_GCTGC_HEK3_type1_RTT_34	49.4451248233632	0.229863400847857	1.07583608101743	53075	26830	26243	CRISPRessoBatch_on_OrthoTS1_HEK3_v1
REP1_OrthoTS1cells_TSseq_GCTGC_HEK3_type1_RTT_36	50.299879018765	0.164740405158434	1.933125691781	38849	19305	19541	CRISPRessoBatch_on_OrthoTS1_HEK3_v1
REP1_OrthoTS1cells_TSseq_GCTGC_HEK3_type1_RTT_40	43.9944903581267	0.239457512184785	1.29476584022039	47190	26427	20761	CRISPRessoBatch_on_OrthoTS1_HEK3_v1
REP1_OrthoTS1cells_TSseq_GTCAG_HEK3_type1_RTT_30	51.2669899597022	0.3187396125037	1.78949525305649	43923	21399	22518	CRISPRessoBatch_on_OrthoTS1_HEK3_v1
REP1_OrthoTS1cells_TSseq_GTCAG_HEK3_type1_RTT_32	51.1255338592663	0.300266696506835	1.9955612749212	53619	26189	27413	CRISPRessoBatch_on_OrthoTS1_HEK3_v1
REP1_OrthoTS1cells_TSseq_GTCAG_HEK3_type1_RTT_34	54.1887856668879	0.291970802919708	1.64731254147313	60280	27603	32665	CRISPRessoBatch_on_OrthoTS1_HEK3_v1
REP1_OrthoTS1cells_TSseq_GTCAG_HEK3_type1_RTT_36	51.8443212897654	0.307686771268173	1.4610623290629	55576	26755	28813	CRISPRessoBatch_on_OrthoTS1_HEK3_v1
REP1_OrthoTS1cells_TSseq_GTCAG_HEK3_type1_RTT_40	42.6167133050148	0.312040746481992	1.41726893886015	49673	28493	21169	CRISPRessoBatch_on_OrthoTS1_HEK3_v1
REP2_OrthoTS1cells_TSseq_GCTGC_HEK3_type1_RTT_30	42.9900306146479	0.0863490069864196	2.2215244524688	25478	14524	10953	CRISPRessoBatch_on_OrthoTS1_HEK3_v1
REP2_OrthoTS1cells_TSseq_GCTGC_HEK3_type1_RTT_32	38.8798812828052	0.107175245266427	1.36030118992003	36389	22240	14148	CRISPRessoBatch_on_OrthoTS1_HEK3_v1
REP2_OrthoTS1cells_TSseq_GCTGC_HEK3_type1_RTT_34	34.6405081538877	0.0608162897558339	1.06541129831516	44396	29015	15379	CRISPRessoBatch_on_OrthoTS1_HEK3_v1
REP2_OrthoTS1cells_TSseq_GCTGC_HEK3_type1_RTT_36	49.9787702165438	0.270197243988111	1.43590535376539	25907	12958	12948	CRISPRessoBatch_on_OrthoTS1_HEK3_v1
REP2_OrthoTS1cells_TSseq_GCTGC_HEK3_type1_RTT_40	30.9160544986501	0.116154956991273	1.26514723425629	31854	22006	9848	CRISPRessoBatch_on_OrthoTS1_HEK3_v1
REP2_OrthoTS1cells_TSseq_GTCAG_HEK3_type1_RTT_30	47.509023556231	0.151975683890578	1.80233662613982	42112	22103	20007	CRISPRessoBatch_on_OrthoTS1_HEK3_v1
REP2_OrthoTS1cells_TSseq_GTCAG_HEK3_type1_RTT_32	51.5142319597014	0.160830248224798	2.17272561752746	32954	15976	16976	CRISPRessoBatch_on_OrthoTS1_HEK3_v1
REP2_OrthoTS1cells_TSseq_GTCAG_HEK3_type1_RTT_34	55.5931643688599	0.602658300998927	1.97583863067228	36339	16136	20202	CRISPRessoBatch_on_OrthoTS1_HEK3_v1
REP2_OrthoTS1cells_TSseq_GTCAG_HEK3_type1_RTT_36	54.1092870665733	0.394201094426723	2.20182058663347	38559	17689	20864	CRISPRessoBatch_on_OrthoTS1_HEK3_v1
REP2_OrthoTS1cells_TSseq_GTCAG_HEK3_type1_RTT_40	38.1941829298009	0.217087920607846	1.35126154664068	45143	27896	17242	CRISPRessoBatch_on_OrthoTS1_HEK3_v1
REP3_OrthoTS1cells_TSseq_GCTGC_HEK3_type1_RTT_30	39.9746951920865	0.179434092477571	1.01219231654014	43470	26091	17377	CRISPRessoBatch_on_OrthoTS1_HEK3_v1
REP3_OrthoTS1cells_TSseq_GCTGC_HEK3_type1_RTT_32	36.8938186869306	0.147076847652899	0.841606406013809	48954	30888	18061	CRISPRessoBatch_on_OrthoTS1_HEK3_v1
REP3_OrthoTS1cells_TSseq_GCTGC_HEK3_type1_RTT_34	37.4252170392695	0.119202914848635	0.919886644775314	44462	27822	16640	CRISPRessoBatch_on_OrthoTS1_HEK3_v1
REP3_OrthoTS1cells_TSseq_GCTGC_HEK3_type1_RTT_36	41.2200453367876	0.157869170984456	0.991742227979275	49408	29042	20366	CRISPRessoBatch_on_OrthoTS1_HEK3_v1
REP3_OrthoTS1cells_TSseq_GCTGC_HEK3_type1_RTT_40	30.9133983861888	0.110245824732595	0.755301182210546	42632	29450	13179	CRISPRessoBatch_on_OrthoTS1_HEK3_v1
REP3_OrthoTS1cells_TSseq_GTCAG_HEK3_type1_RTT_30	45.7725617891143	0.189946407977749	1.38615652488524	44223	23979	20242	CRISPRessoBatch_on_OrthoTS1_HEK3_v1
REP3_OrthoTS1cells_TSseq_GTCAG_HEK3_type1_RTT_32	46.7390090458996	0.314559058928638	1.46111752224249	53726	28610	25111	CRISPRessoBatch_on_OrthoTS1_HEK3_v1
REP3_OrthoTS1cells_TSseq_GTCAG_HEK3_type1_RTT_34	45.9226262890939	0.325665836905052	1.2633588500627	53429	28893	24536	CRISPRessoBatch_on_OrthoTS1_HEK3_v1
REP3_OrthoTS1cells_TSseq_GTCAG_HEK3_type1_RTT_36	48.9215127328012	0.358703914861269	1.23527175978715	42096	21499	20594	CRISPRessoBatch_on_OrthoTS1_HEK3_v1
REP3_OrthoTS1cells_TSseq_GTCAG_HEK3_type1_RTT_40	31.9855641117103	0.159466207851613	0.944207809647706	47659	32412	15244	CRISPRessoBatch_on_OrthoTS1_HEK3_v1
REP1_OrthoTS1cells_TSseq_GCTGC_RNF2_type1_RTT_10	30.8495941978933	0.170954930063892	0.934208254187532	57910	40045	17865	CRISPRessoBatch_on_OrthoTS1_RNF2_v1
REP1_OrthoTS1cells_TSseq_GCTGC_RNF2_type1_RTT_12	28.6357031564573	0.0595227674585529	0.759790619912116	57121	40764	16357	CRISPRessoBatch_on_OrthoTS1_RNF2_v1
REP1_OrthoTS1cells_TSseq_GCTGC_RNF2_type1_RTT_14	38.9029216969311	0.107400704071282	1.09986276576702	50279	30718	19560	CRISPRessoBatch_on_OrthoTS1_RNF2_v1
REP1_OrthoTS1cells_TSseq_GCTGC_RNF2_type1_RTT_16	40.6659575276374	0.119667211184136	1.17387835733009	52646	31233	21409	CRISPRessoBatch_on_OrthoTS1_RNF2_v1
REP1_OrthoTS1cells_TSseq_GCTGC_RNF2_type1_RTT_18	38.6366532849041	0.0828394825718473	1.00681832664245	62772	38517	24253	CRISPRessoBatch_on_OrthoTS1_RNF2_v1
REP1_OrthoTS1cells_TSseq_GTCAG_RNF2_type1_RTT_10	29.196904174168	0.142912823177861	1.06163811503554	53879	38147	15731	CRISPRessoBatch_on_OrthoTS1_RNF2_v1
REP1_OrthoTS1cells_TSseq_GTCAG_RNF2_type1_RTT_12	28.3006248686247	0.0420400909594695	1.09686419139707	52331	37507	14810	CRISPRessoBatch_on_OrthoTS1_RNF2_v1
REP1_OrthoTS1cells_TSseq_GTCAG_RNF2_type1_RTT_14	37.8264478641211	0.0782197816231403	1.32973628759338	62644	38942	23696	CRISPRessoBatch_on_OrthoTS1_RNF2_v1
REP1_OrthoTS1cells_TSseq_GTCAG_RNF2_type1_RTT_16	38.04127883448	0.055886377213775	1.15626987338845	51891	32145	19740	CRISPRessoBatch_on_OrthoTS1_RNF2_v1
REP1_OrthoTS1cells_TSseq_GTCAG_RNF2_type1_RTT_18	34.4174912224705	0.03511011809767	1.14746249601021	62660	41078	21566	CRISPRessoBatch_on_OrthoTS1_RNF2_v1
REP2_OrthoTS1cells_TSseq_GCTGC_RNF2_type1_RTT_10	29.0847446359421	0.124648905582609	0.807724908175306	60169	42666	17500	CRISPRessoBatch_on_OrthoTS1_RNF2_v1
REP2_OrthoTS1cells_TSseq_GCTGC_RNF2_type1_RTT_12	32.6953348597596	0.0482970807097882	0.890812821980538	55904	37616	18278	CRISPRessoBatch_on_OrthoTS1_RNF2_v1
REP2_OrthoTS1cells_TSseq_GCTGC_RNF2_type1_RTT_14	34.7283317395462	0.159958271755194	0.984091106667826	57515	37534	19974	CRISPRessoBatch_on_OrthoTS1_RNF2_v1
REP2_OrthoTS1cells_TSseq_GCTGC_RNF2_type1_RTT_16	37.203049843517	0.012602659161083	1.01871494885421	47609	29895	17712	CRISPRessoBatch_on_OrthoTS1_RNF2_v1
REP2_OrthoTS1cells_TSseq_GCTGC_RNF2_type1_RTT_18	33.5810960727757	0.0295836106796835	0.924487833740108	54084	35920	18162	CRISPRessoBatch_on_OrthoTS1_RNF2_v1
REP2_OrthoTS1cells_TSseq_GTCAG_RNF2_type1_RTT_10	30.0656173429129	0.120436895219901	0.953112670791976	48158	33678	14479	CRISPRessoBatch_on_OrthoTS1_RNF2_v1
REP2_OrthoTS1cells_TSseq_GTCAG_RNF2_type1_RTT_12	28.2738487203126	0.0439000834101585	0.978971860046534	45558	32645	12881	CRISPRessoBatch_on_OrthoTS1_RNF2_v1
REP2_OrthoTS1cells_TSseq_GTCAG_RNF2_type1_RTT_14	36.225434644407	0.0525166533071671	1.27421985129495	36179	23041	13106	CRISPRessoBatch_on_OrthoTS1_RNF2_v1
REP2_OrthoTS1cells_TSseq_GTCAG_RNF2_type1_RTT_16	40.984235963684	0.015809205474502	1.3302317177831	44278	26078	18147	CRISPRessoBatch_on_OrthoTS1_RNF2_v1
REP2_OrthoTS1cells_TSseq_GTCAG_RNF2_type1_RTT_18	36.3062118033385	0.0433275563258232	1.13107725987412	43852	27929	15921	CRISPRessoBatch_on_OrthoTS1_RNF2_v1
REP3_OrthoTS1cells_TSseq_GCTGC_RNF2_type1_RTT_10	34.2995647012268	0.298773248911753	1.17728531855956	50540	33203	17335	CRISPRessoBatch_on_OrthoTS1_RNF2_v1
REP3_OrthoTS1cells_TSseq_GCTGC_RNF2_type1_RTT_12	24.4866166265402	0.103856866355096	0.925270263890856	42366	31991	10374	CRISPRessoBatch_on_OrthoTS1_RNF2_v1
REP3_OrthoTS1cells_TSseq_GCTGC_RNF2_type1_RTT_14	29.1083682381249	0.0311915159076731	0.775331966847875	44884	31819	13065	CRISPRessoBatch_on_OrthoTS1_RNF2_v1
REP3_OrthoTS1cells_TSseq_GCTGC_RNF2_type1_RTT_16	33.1415594246783	0.0367686817346166	1.00356872499189	46235	30910	15323	CRISPRessoBatch_on_OrthoTS1_RNF2_v1
REP3_OrthoTS1cells_TSseq_GCTGC_RNF2_type1_RTT_18	31.7646167253988	0.0663104846349134	0.731309916259331	52782	36015	16766	CRISPRessoBatch_on_OrthoTS1_RNF2_v1
REP3_OrthoTS1cells_TSseq_GTCAG_RNF2_type1_RTT_10	27.9722003154574	0.150335173501577	0.946372239747634	40576	29136	11350	CRISPRessoBatch_on_OrthoTS1_RNF2_v1
REP3_OrthoTS1cells_TSseq_GTCAG_RNF2_type1_RTT_12	34.7426544677764	0.0886703478295917	1.20914110676716	49622	32382	17240	CRISPRessoBatch_on_OrthoTS1_RNF2_v1
REP3_OrthoTS1cells_TSseq_GTCAG_RNF2_type1_RTT_14	36.2526297525322	0.0433773613551088	1.28613876417897	46107	29389	16715	CRISPRessoBatch_on_OrthoTS1_RNF2_v1
REP3_OrthoTS1cells_TSseq_GTCAG_RNF2_type1_RTT_16	47.6460794736525	0.0381120494253104	1.51846428499789	49853	26061	23753	CRISPRessoBatch_on_OrthoTS1_RNF2_v1
REP3_OrthoTS1cells_TSseq_GTCAG_RNF2_type1_RTT_18	30.6238636572331	0.0771335696314117	1.08537951552772	54451	37776	16675	CRISPRessoBatch_on_OrthoTS1_RNF2_v1
REP1_OrthoTS1cells_EMX1endogenousSeq_GCTGC_EMX1_type2_RTT_14	0.0431227505680593	0.0364884812498963	0.00497570198862223	60293	60265	26	CRISPRessoBatch_on_OrthoTS1cells_EMX1endogenousSeq_EMX1_v2
REP1_OrthoTS1cells_EMX1endogenousSeq_GCTGC_EMX1_type2_RTT_16	0.0318738466700218	0.0620701224626741	0	59610	59591	19	CRISPRessoBatch_on_OrthoTS1cells_EMX1endogenousSeq_EMX1_v2
REP1_OrthoTS1cells_EMX1endogenousSeq_GCTGC_EMX1_type2_RTT_18	0.0973145329937677	0.0269167857216804	0.00621156593577241	48297	48248	47	CRISPRessoBatch_on_OrthoTS1cells_EMX1endogenousSeq_EMX1_v2
REP1_OrthoTS1cells_EMX1endogenousSeq_GCTGC_EMX1_type2_RTT_20	0.0731067501899342	0.0301027794899729	0.00430039706999613	69761	69709	51	CRISPRessoBatch_on_OrthoTS1cells_EMX1endogenousSeq_EMX1_v2
REP1_OrthoTS1cells_EMX1endogenousSeq_GCTGC_EMX1_type2_RTT_22	0.220318997083101	0.0310308446595916	0.00930925339787749	64452	64309	142	CRISPRessoBatch_on_OrthoTS1cells_EMX1endogenousSeq_EMX1_v2
REP1_OrthoTS1cells_EMX1endogenousSeq_GTCAG_EMX1_type2_RTT_14	0.00161919720202723	0.0161919720202723	0.00161919720202723	61759	61756	1	CRISPRessoBatch_on_OrthoTS1cells_EMX1endogenousSeq_EMX1_v2
REP1_OrthoTS1cells_EMX1endogenousSeq_GTCAG_EMX1_type2_RTT_16	0.0274552237600736	0.0419903422212891	0.00161501316235727	61919	61901	17	CRISPRessoBatch_on_OrthoTS1cells_EMX1endogenousSeq_EMX1_v2
REP1_OrthoTS1cells_EMX1endogenousSeq_GTCAG_EMX1_type2_RTT_18	0.119891928402567	0.0168861870989531	0	59220	59148	71	CRISPRessoBatch_on_OrthoTS1cells_EMX1endogenousSeq_EMX1_v2
REP1_OrthoTS1cells_EMX1endogenousSeq_GTCAG_EMX1_type2_RTT_20	0.162258357177751	0.0122129946262824	0.0715332542396538	57316	57223	93	CRISPRessoBatch_on_OrthoTS1cells_EMX1endogenousSeq_EMX1_v2
REP1_OrthoTS1cells_EMX1endogenousSeq_GTCAG_EMX1_type2_RTT_22	0.116722561978036	0.0641152101006116	0.00164397974616953	60828	60757	71	CRISPRessoBatch_on_OrthoTS1cells_EMX1endogenousSeq_EMX1_v2
REP2_OrthoTS1cells_EMX1endogenousSeq_GCTGC_EMX1_type2_RTT_14	0.0384254120058065	0.0170779608914696	0.00426949022286739	70266	70239	27	CRISPRessoBatch_on_OrthoTS1cells_EMX1endogenousSeq_EMX1_v2
REP2_OrthoTS1cells_EMX1endogenousSeq_GCTGC_EMX1_type2_RTT_16	0	0.0406785789616416	0	66374	66370	0	CRISPRessoBatch_on_OrthoTS1cells_EMX1endogenousSeq_EMX1_v2
REP2_OrthoTS1cells_EMX1endogenousSeq_GCTGC_EMX1_type2_RTT_18	0.0901006777137932	0.0176283934657422	0.00391742077016492	51054	51008	46	CRISPRessoBatch_on_OrthoTS1cells_EMX1endogenousSeq_EMX1_v2
REP2_OrthoTS1cells_EMX1endogenousSeq_GCTGC_EMX1_type2_RTT_20	0.0643915003219575	0.0137981786404195	0	65226	65181	42	CRISPRessoBatch_on_OrthoTS1cells_EMX1endogenousSeq_EMX1_v2
REP2_OrthoTS1cells_EMX1endogenousSeq_GCTGC_EMX1_type2_RTT_22	0.0015847107110597	0.0221859499548357	0.0015847107110597	63103	63100	1	CRISPRessoBatch_on_OrthoTS1cells_EMX1endogenousSeq_EMX1_v2
REP2_OrthoTS1cells_EMX1endogenousSeq_GTCAG_EMX1_type2_RTT_14	0	0.0142979696883043	0	55952	55950	0	CRISPRessoBatch_on_OrthoTS1cells_EMX1endogenousSeq_EMX1_v2
REP2_OrthoTS1cells_EMX1endogenousSeq_GTCAG_EMX1_type2_RTT_16	0.00329375339668319	0.0296437805701487	0.0016468766983416	60721	60719	2	CRISPRessoBatch_on_OrthoTS1cells_EMX1endogenousSeq_EMX1_v2
REP2_OrthoTS1cells_EMX1endogenousSeq_GTCAG_EMX1_type2_RTT_18	0.0901087213424722	0.0324982273694162	0.00295438430631057	67696	67634	61	CRISPRessoBatch_on_OrthoTS1cells_EMX1endogenousSeq_EMX1_v2
REP2_OrthoTS1cells_EMX1endogenousSeq_GTCAG_EMX1_type2_RTT_20	0.00187143258164125	0.0243286235613362	0	53435	53434	1	CRISPRessoBatch_on_OrthoTS1cells_EMX1endogenousSeq_EMX1_v2
REP2_OrthoTS1cells_EMX1endogenousSeq_GTCAG_EMX1_type2_RTT_22	0.0197290543206629	0.0213731421807181	0.0180849664606077	60824	60811	12	CRISPRessoBatch_on_OrthoTS1cells_EMX1endogenousSeq_EMX1_v2
REP3_OrthoTS1cells_EMX1endogenousSeq_GCTGC_EMX1_type2_RTT_14	0.230078563411897	0.0448933782267116	0.185185185185185	17820	17779	41	CRISPRessoBatch_on_OrthoTS1cells_EMX1endogenousSeq_EMX1_v2
REP3_OrthoTS1cells_EMX1endogenousSeq_GCTGC_EMX1_type2_RTT_16	0.00619655471557814	0.0247862188623126	0.00619655471557814	16138	16125	1	CRISPRessoBatch_on_OrthoTS1cells_EMX1endogenousSeq_EMX1_v2
