Batch	Correct_edit	Indels	Substitutions_amplicon	Reads_aligned_all_amplicons	Reads_aligned_reference	Reads_aligned_amplicon	dir
REP1_type1_FANCF_GCTGC_pegRNA_17	3.85922956085438	0.0679937164427563	0.112541323767321	42651	41005	1646	CRISPRessoBatch_on_FANCF_type1_BC1
REP1_type1_FANCF_GCTGC_pegRNA_27	2.15316699487135	0.0324598039427842	0.0605916340265305	46211	45216	995	CRISPRessoBatch_on_FANCF_type1_BC1
REP1_type1_FANCF_GCTGC_pegRNA_36	1.25814014066163	0.0234436051054962	0.0338629851523834	38390	37906	483	CRISPRessoBatch_on_FANCF_type1_BC1
REP2_type1_FANCF_GCTGC_pegRNA_17	6.04170664619715	0.0479754365764728	0.108744322906672	31266	29377	1889	CRISPRessoBatch_on_FANCF_type1_BC1
REP2_type1_FANCF_GCTGC_pegRNA_27	3.4076680992183	0.0372237826131095	0.057527664038442	29551	28544	1007	CRISPRessoBatch_on_FANCF_type1_BC1
REP2_type1_FANCF_GCTGC_pegRNA_36	2.45181088770259	0.0415561167407218	0.0383594923760509	31283	30516	767	CRISPRessoBatch_on_FANCF_type1_BC1
REP3_type1_FANCF_GCTGC_pegRNA_17	4.63292094445658	0.0238298548364676	0.119149274182338	50357	48024	2333	CRISPRessoBatch_on_FANCF_type1_BC1
REP3_type1_FANCF_GCTGC_pegRNA_27	2.55636504720438	0.0474199249903005	0.0452644738543777	46394	45208	1186	CRISPRessoBatch_on_FANCF_type1_BC1
REP3_type1_FANCF_GCTGC_pegRNA_36	1.36881645126377	0.0190997644362386	0.0254663525816515	15707	15491	215	CRISPRessoBatch_on_FANCF_type1_BC1
REP1_type1_FANCF_GTCAG_pegRNA_17	4.42977710452283	0.0216403375892664	0.0497727764553127	46210	44163	2047	CRISPRessoBatch_on_FANCF_type1_BC2
REP1_type1_FANCF_GTCAG_pegRNA_27	1.89231710514815	0.0458875972380037	0.0327768551700026	45764	44898	866	CRISPRessoBatch_on_FANCF_type1_BC2
REP1_type1_FANCF_GTCAG_pegRNA_36	2.34734988299438	0.0168874092301754	0.0313623314274686	41451	40478	973	CRISPRessoBatch_on_FANCF_type1_BC2
REP2_type1_FANCF_GTCAG_pegRNA_17	5.8433354390398	0.0534525487147092	0.0728898391564216	41158	38753	2405	CRISPRessoBatch_on_FANCF_type1_BC2
REP2_type1_FANCF_GTCAG_pegRNA_27	1.90448285965426	0.013022105023277	0.0162776312790963	30717	30132	585	CRISPRessoBatch_on_FANCF_type1_BC2
REP2_type1_FANCF_GTCAG_pegRNA_36	1.47529378451083	0.14441455472179	0.0169899476143282	35315	34794	521	CRISPRessoBatch_on_FANCF_type1_BC2
REP3_type1_FANCF_GTCAG_pegRNA_17	3.47248576850095	0.03584229390681	0.0484925152856842	47430	45783	1647	CRISPRessoBatch_on_FANCF_type1_BC2
REP3_type1_FANCF_GTCAG_pegRNA_27	1.27931331882213	0.0246416690623845	0.0123208345311922	48698	48075	623	CRISPRessoBatch_on_FANCF_type1_BC2
REP3_type1_FANCF_GTCAG_pegRNA_36	1.31746215185485	0.0254247081936901	0.0208020339766555	43265	42695	570	CRISPRessoBatch_on_FANCF_type1_BC2
REP1_type1_HEK3_GCTGC_pegRNA_14	8.9248260599135	0.335585031750394	0.357282339837704	69133	62963	6170	CRISPRessoBatch_on_HEK3_type1_BC1
REP1_type1_HEK3_GCTGC_pegRNA_24	7.19068249592078	0.0562651212513363	0.163168851628875	53319	49484	3834	CRISPRessoBatch_on_HEK3_type1_BC1
REP1_type1_HEK3_GCTGC_pegRNA_34	12.4724379254146	0.0319560285047774	0.399450356309718	31293	27390	3903	CRISPRessoBatch_on_HEK3_type1_BC1
REP2_type1_HEK3_GCTGC_pegRNA_14	9.38862568187395	0.700277468430888	0.420921497197003	52979	48005	4974	CRISPRessoBatch_on_HEK3_type1_BC1
REP2_type1_HEK3_GCTGC_pegRNA_24	9.9123807674571	0.0315526322176646	0.145627533312298	41201	37117	4084	CRISPRessoBatch_on_HEK3_type1_BC1
REP2_type1_HEK3_GCTGC_pegRNA_34	21.4588602886475	0.0595149531319744	0.405445618211576	26884	21115	5769	CRISPRessoBatch_on_HEK3_type1_BC1
REP3_type1_HEK3_GCTGC_pegRNA_14	9.28639190471171	0.274059238958575	0.321492568778328	56922	51636	5286	CRISPRessoBatch_on_HEK3_type1_BC1
REP3_type1_HEK3_GCTGC_pegRNA_24	6.58797311884119	0.0626762770291445	0.174100769525401	57438	53654	3784	CRISPRessoBatch_on_HEK3_type1_BC1
REP3_type1_HEK3_GCTGC_pegRNA_34	11.9882345950443	0.187176897022996	0.282250876463248	33658	29622	4035	CRISPRessoBatch_on_HEK3_type1_BC1
REP1_type1_HEK3_GTCAG_pegRNA_14	11.3096132463864	0.296000240406287	0.767797577906662	66554	59027	7527	CRISPRessoBatch_on_HEK3_type1_BC2
REP1_type1_HEK3_GTCAG_pegRNA_24	13.3670562241991	0.0542667209333876	0.304281256662209	51597	44700	6897	CRISPRessoBatch_on_HEK3_type1_BC2
REP1_type1_HEK3_GTCAG_pegRNA_34	18.2714155035557	0.0354097199681312	0.36590043967069	33889	27695	6192	CRISPRessoBatch_on_HEK3_type1_BC2
REP2_type1_HEK3_GTCAG_pegRNA_14	15.1448172321038	0.254394561794941	0.773609692015764	47957	40693	7263	CRISPRessoBatch_on_HEK3_type1_BC2
REP2_type1_HEK3_GTCAG_pegRNA_24	13.2310382877725	0.0832795486248465	0.256084612021403	48031	41676	6355	CRISPRessoBatch_on_HEK3_type1_BC2
REP2_type1_HEK3_GTCAG_pegRNA_34	22.9125587064855	1.14007098555193	0.440970852902162	27893	21500	6391	CRISPRessoBatch_on_HEK3_type1_BC2
REP3_type1_HEK3_GTCAG_pegRNA_14	8.82635449497223	0.0825453999699835	0.267146930811947	66630	60749	5881	CRISPRessoBatch_on_HEK3_type1_BC2
REP3_type1_HEK3_GTCAG_pegRNA_24	9.59740891775328	0.0486667002299082	0.234942690765074	59589	53870	5719	CRISPRessoBatch_on_HEK3_type1_BC2
REP3_type1_HEK3_GTCAG_pegRNA_34	11.9249192380528	0.0584827893505626	0.256210315250084	35908	31625	4282	CRISPRessoBatch_on_HEK3_type1_BC2
REP1_type1_RNF2_BC1_14	42.0166394649895	0.0915568647744915	0.736435651446997	25121	14565	10555	CRISPRessoBatch_on_RNF2_TYPE1_BC1
REP1_type1_RNF2_BC1_22	6.2524996667111	0.039994667377683	0.0866551126516464	15002	14060	938	CRISPRessoBatch_on_RNF2_TYPE1_BC1
REP1_type1_RNF2_BC1_34	0.133379726281605	0.0289955926699142	0.00579911853398283	17244	17221	23	CRISPRessoBatch_on_RNF2_TYPE1_BC1
REP2_type1_RNF2_BC1_14	40.2551213960546	0.0995827010622155	0.659142640364188	21088	12599	8489	CRISPRessoBatch_on_RNF2_TYPE1_BC1
REP2_type1_RNF2_BC1_22	5.91821421872069	0.028137310073157	0.084411930219471	10662	10031	631	CRISPRessoBatch_on_RNF2_TYPE1_BC1
REP2_type1_RNF2_BC1_34	0.172271739944573	0.0973709834469328	0	13351	13328	23	CRISPRessoBatch_on_RNF2_TYPE1_BC1
REP3_type1_RNF2_BC1_14	41.4670448482125	0.213429189249909	0.707686259091803	35609	20843	14766	CRISPRessoBatch_on_RNF2_TYPE1_BC1
REP3_type1_RNF2_BC1_22	6.40914008285179	0.102905089844059	0.118736642127761	37899	35470	2429	CRISPRessoBatch_on_RNF2_TYPE1_BC1
REP3_type1_RNF2_BC1_34	0.190192411322788	0.0380384822645576	0.00950962056613941	31547	31487	60	CRISPRessoBatch_on_RNF2_TYPE1_BC1
REP1_type1_RNF2_BC2_14	31.5111321648508	0.0473709142586452	0.464234959734723	10555	7229	3326	CRISPRessoBatch_on_RNF2_TYPE1_BC2
REP1_type1_RNF2_BC2_22	8.87362882368679	0.00891821992330331	0.196200838312673	11213	10218	995	CRISPRessoBatch_on_RNF2_TYPE1_BC2
REP1_type1_RNF2_BC2_34	0.291957887286561	0.00884720870565337	0.00884720870565337	11303	11270	33	CRISPRessoBatch_on_RNF2_TYPE1_BC2
REP2_type1_RNF2_BC2_14	30.1879555044112	0.0383582662063675	0.398925968546222	13035	9100	3935	CRISPRessoBatch_on_RNF2_TYPE1_BC2
REP2_type1_RNF2_BC2_22	9.02199444800342	0.0427076660260517	0.0747384155455904	9366	8521	845	CRISPRessoBatch_on_RNF2_TYPE1_BC2
REP2_type1_RNF2_BC2_34	0.348300143863103	0.0530021958052548	0.0151434845157871	13207	13161	46	CRISPRessoBatch_on_RNF2_TYPE1_BC2
REP3_type1_RNF2_BC2_14	29.8779694533344	0.0520386126505867	0.418910831837223	38433	26950	11483	CRISPRessoBatch_on_RNF2_TYPE1_BC2
REP3_type1_RNF2_BC2_22	8.37111312603339	0.0400021334471172	0.125340018134301	37498	34359	3139	CRISPRessoBatch_on_RNF2_TYPE1_BC2
REP3_type1_RNF2_BC2_34	0.468443197755961	0.0897615708274895	0.00841514726507714	35650	35483	167	CRISPRessoBatch_on_RNF2_TYPE1_BC2
REP1_type1_RUNX1_BC1_15	29.8146215396849	0.0298195914715968	0.437354008250087	20121	14122	5999	CRISPRessoBatch_on_RUNX1_TYPE1_BC1
REP1_type1_RUNX1_BC1_25	13.8483894405425	0.0532816662630177	0.193751513683701	20645	17785	2859	CRISPRessoBatch_on_RUNX1_TYPE1_BC1
REP1_type1_RUNX1_BC1_35	8.75427651438921	0.0402495471925941	0.130811028375931	9938	9068	870	CRISPRessoBatch_on_RUNX1_TYPE1_BC1
REP2_type1_RUNX1_BC1_15	25.6366208569119	0.0606305578011318	0.303152789005659	9896	7359	2537	CRISPRessoBatch_on_RUNX1_TYPE1_BC1
REP2_type1_RUNX1_BC1_25	12.1625219660259	0.335481122530486	0.223654081686991	18779	16489	2284	CRISPRessoBatch_on_RUNX1_TYPE1_BC1
REP2_type1_RUNX1_BC1_35	7.27200634417129	0.0713719270420301	0.118953211736717	12610	11693	917	CRISPRessoBatch_on_RUNX1_TYPE1_BC1
REP3_type1_RUNX1_BC1_15	26.5507192747121	0.090198436560433	0.460243304500671	43238	31758	11480	CRISPRessoBatch_on_RUNX1_TYPE1_BC1
REP3_type1_RUNX1_BC1_25	12.5967807660962	0.0865933170334148	0.269967400162999	39264	34317	4946	CRISPRessoBatch_on_RUNX1_TYPE1_BC1
REP3_type1_RUNX1_BC1_35	7.22401310574433	0.132114358188448	0.103049199386989	37846	35111	2734	CRISPRessoBatch_on_RUNX1_TYPE1_BC1
REP1_type1_RUNX1_BC2_15	31.487937526147	0.0139450564774787	0.488076976711756	7171	4913	2258	CRISPRessoBatch_on_RUNX1_TYPE1_BC2
REP1_type1_RUNX1_BC2_25	13.807083301461	0.0917922435554196	0.298324791555114	13073	11268	1805	CRISPRessoBatch_on_RUNX1_TYPE1_BC2
REP1_type1_RUNX1_BC2_35	13.4605606589607	0.0237280092200264	0.206772651774516	29501	25530	3971	CRISPRessoBatch_on_RUNX1_TYPE1_BC2
REP2_type1_RUNX1_BC2_15	30.6414599497323	0.0983499071139766	0.5136050704841	9151	6347	2804	CRISPRessoBatch_on_RUNX1_TYPE1_BC2
REP2_type1_RUNX1_BC2_25	15.6044168926773	0.0678031770631538	0.290585044556374	10324	8713	1611	CRISPRessoBatch_on_RUNX1_TYPE1_BC2
REP2_type1_RUNX1_BC2_35	11.7674947847525	0.123269486061066	0.16119855869524	10546	9304	1241	CRISPRessoBatch_on_RUNX1_TYPE1_BC2
REP3_type1_RUNX1_BC2_15	35.0678959763491	0.0175377060680463	0.66392744400461	39914	25917	13997	CRISPRessoBatch_on_RUNX1_TYPE1_BC2
REP3_type1_RUNX1_BC2_25	13.4885486524105	0.0354295837023915	0.232822978615716	39515	34185	5330	CRISPRessoBatch_on_RUNX1_TYPE1_BC2
REP3_type1_RUNX1_BC2_35	10.1524188204109	0.0609675281643473	0.148442677269715	37725	33894	3830	CRISPRessoBatch_on_RUNX1_TYPE1_BC2
REP1_type2_AAVS1_GCTGC_pegRNA_16	10.2891220653733	0.123298356860673	0.0251629299715659	39741	35648	4089	CRISPRessoBatch_on_AAVS1_type2_BC1
REP1_type2_AAVS1_GCTGC_pegRNA_21	4.79192564967738	0.053276505061268	0.0147990291836856	33786	32164	1619	CRISPRessoBatch_on_AAVS1_type2_BC1
REP1_type2_AAVS1_GCTGC_pegRNA_25	5.28731723903434	0.0850051003060184	0.0170010200612037	41174	38995	2177	CRISPRessoBatch_on_AAVS1_type2_BC1
REP2_type2_AAVS1_GCTGC_pegRNA_16	23.0881772751184	0.575355076275644	0.0279458179905313	60832	46777	14045	CRISPRessoBatch_on_AAVS1_type2_BC1
REP2_type2_AAVS1_GCTGC_pegRNA_21	9.63628396143734	0.138767163307041	0.0189891907683319	68460	61860	6597	CRISPRessoBatch_on_AAVS1_type2_BC1
REP2_type2_AAVS1_GCTGC_pegRNA_25	6.5388678580861	0.0572233471256273	0.015406285764592	45436	42463	2971	CRISPRessoBatch_on_AAVS1_type2_BC1
REP3_type2_AAVS1_GCTGC_pegRNA_16	11.6668271545498	0.198363023591719	0.0231102551757342	51925	45860	6058	CRISPRessoBatch_on_AAVS1_type2_BC1
REP3_type2_AAVS1_GCTGC_pegRNA_21	4.96236921005935	0.0550694486936303	0.020396092108752	49029	46592	2433	CRISPRessoBatch_on_AAVS1_type2_BC1
REP3_type2_AAVS1_GCTGC_pegRNA_25	4.7106847637514	0.0459230533727931	0.0153076844575977	97990	93369	4616	CRISPRessoBatch_on_AAVS1_type2_BC1
REP1_type2_AAVS1_GTCAG_pegRNA_16	11.5587232723892	0.0542299349240781	0.0206590228282202	38724	34244	4476	CRISPRessoBatch_on_AAVS1_type2_BC2
REP1_type2_AAVS1_GTCAG_pegRNA_21	8.82993977631202	0.1491253226269	0.0114711786636077	69740	63572	6158	CRISPRessoBatch_on_AAVS1_type2_BC2
REP1_type2_AAVS1_GTCAG_pegRNA_25	6.60849997877128	0.0551946673459856	0.0127372309259967	47106	43992	3113	CRISPRessoBatch_on_AAVS1_type2_BC2
REP2_type2_AAVS1_GTCAG_pegRNA_16	18.9194808280614	0.160384923817161	0.0326710029997921	33669	27279	6370	CRISPRessoBatch_on_AAVS1_type2_BC2
REP2_type2_AAVS1_GTCAG_pegRNA_21	10.9517555985623	0.0829416643627315	0.0138236107271219	28936	25765	3169	CRISPRessoBatch_on_AAVS1_type2_BC2
REP2_type2_AAVS1_GTCAG_pegRNA_25	7.93559088282983	0.035410104925732	0.0149095178634661	53657	49395	4258	CRISPRessoBatch_on_AAVS1_type2_BC2
REP3_type2_AAVS1_GTCAG_pegRNA_16	10.3099148042968	0.0473309462073507	0.0226365394904721	48594	43577	5010	CRISPRessoBatch_on_AAVS1_type2_BC2
REP3_type2_AAVS1_GTCAG_pegRNA_21	6.40204865556978	0.126071111986605	0.0236383334974884	50765	47515	3250	CRISPRessoBatch_on_AAVS1_type2_BC2
REP3_type2_AAVS1_GTCAG_pegRNA_25	4.93400127226463	0.0834923664122137	0.00993956743002544	50304	47819	2482	CRISPRessoBatch_on_AAVS1_type2_BC2
REP1_type2_EMX1_GCTGC_pegRNA_16	12.2179940201142	0.141946785056326	0.203859744495787	66222	58042	8091	CRISPRessoBatch_on_EMX1_type2_BC1
REP1_type2_EMX1_GCTGC_pegRNA_26	7.5789592845553	0.1132032753481	0.115089996603902	53002	48654	4017	CRISPRessoBatch_on_EMX1_type2_BC1
REP1_type2_EMX1_GCTGC_pegRNA_36	7.010702589554	0.0641480130996995	0.104662547688983	59238	54944	4153	CRISPRessoBatch_on_EMX1_type2_BC1
REP2_type2_EMX1_GCTGC_pegRNA_16	25.0144172450136	0.095452104917772	0.31817368305924	50287	37352	12579	CRISPRessoBatch_on_EMX1_type2_BC1
REP2_type2_EMX1_GCTGC_pegRNA_26	10.9579743207828	0.109353494598314	0.165915646976753	53039	46853	5812	CRISPRessoBatch_on_EMX1_type2_BC1
REP2_type2_EMX1_GCTGC_pegRNA_36	11.1143908534546	0.0531318259637523	0.143652714642738	50817	45052	5648	CRISPRessoBatch_on_EMX1_type2_BC1
REP3_type2_EMX1_GCTGC_pegRNA_16	15.6873489121676	0.0983078162771958	0.230459307010475	62050	52058	9734	CRISPRessoBatch_on_EMX1_type2_BC1
REP3_type2_EMX1_GCTGC_pegRNA_26	9.10241695922225	0.0708884688090737	0.124898730758844	59248	53420	5393	CRISPRessoBatch_on_EMX1_type2_BC1
REP3_type2_EMX1_GCTGC_pegRNA_36	9.59963154258644	0.0707306642102839	0.141461328420568	60794	54792	5836	CRISPRessoBatch_on_EMX1_type2_BC1
REP1_type2_EMX1_GTCAG_pegRNA_16	17.0931338778992	0.273923170291638	0.37725945609028	60966	50428	10421	CRISPRessoBatch_on_EMX1_type2_BC2
REP1_type2_EMX1_GTCAG_pegRNA_26	10.5131365299216	0.0958585206487079	0.256274820509811	51117	45723	5374	CRISPRessoBatch_on_EMX1_type2_BC2
REP1_type2_EMX1_GTCAG_pegRNA_36	9.58421545830007	0.0902370457779475	0.220386631034602	57626	52082	5523	CRISPRessoBatch_on_EMX1_type2_BC2
REP2_type2_EMX1_GTCAG_pegRNA_16	23.6911487758945	0.197291722715452	0.59008160703076	55755	42482	13209	CRISPRessoBatch_on_EMX1_type2_BC2
REP2_type2_EMX1_GTCAG_pegRNA_26	15.9990872709401	0.0982938987572843	0.372112616724005	56972	47658	9115	CRISPRessoBatch_on_EMX1_type2_BC2
REP2_type2_EMX1_GTCAG_pegRNA_36	12.4810718282968	0.126736454012772	0.322601882941602	60756	53151	7583	CRISPRessoBatch_on_EMX1_type2_BC2
REP3_type2_EMX1_GTCAG_pegRNA_16	15.9382449767283	0.165415240906216	0.395699203736438	61663	51782	9828	CRISPRessoBatch_on_EMX1_type2_BC2
REP3_type2_EMX1_GTCAG_pegRNA_26	8.55939474299977	0.106075969113174	0.2137118789486	64105	58557	5487	CRISPRessoBatch_on_EMX1_type2_BC2
REP3_type2_EMX1_GTCAG_pegRNA_36	7.24987835774568	0.129192463213704	0.182882837536283	59601	55261	4321	CRISPRessoBatch_on_EMX1_type2_BC2
REP1_type2_FANCF_GCTGC_pegRNA_17	4.55547715646498	0.147733286293879	0.0418945140236373	45352	43282	2066	CRISPRessoBatch_on_FANCF_type2_BC1
REP1_type2_FANCF_GCTGC_pegRNA_27	3.18919178345172	0.071990785179497	0.0407947782683816	41672	40339	1329	CRISPRessoBatch_on_FANCF_type2_BC1
REP1_type2_FANCF_GCTGC_pegRNA_36	1.98819438089137	0.00915164271986822	0.0183032854397364	43708	42838	869	CRISPRessoBatch_on_FANCF_type2_BC1
REP2_type2_FANCF_GCTGC_pegRNA_17	9.76166328600406	0.154434814678222	0.108334869998156	43384	39146	4235	CRISPRessoBatch_on_FANCF_type2_BC1
REP2_type2_FANCF_GCTGC_pegRNA_27	4.83338572775857	0.0314366551398931	0.0628733102797862	38172	36324	1845	CRISPRessoBatch_on_FANCF_type2_BC1
REP2_type2_FANCF_GCTGC_pegRNA_36	4.11418975650714	0.0636083759509452	0.0559753708368318	39303	37676	1617	CRISPRessoBatch_on_FANCF_type2_BC1
REP3_type2_FANCF_GCTGC_pegRNA_17	6.68532604050936	0.108965045722588	0.0982821981027263	46804	43671	3129	CRISPRessoBatch_on_FANCF_type2_BC1
REP3_type2_FANCF_GCTGC_pegRNA_27	6.33060058953574	0.103629329403095	0.0552689756816507	43424	40661	2749	CRISPRessoBatch_on_FANCF_type2_BC1
REP3_type2_FANCF_GCTGC_pegRNA_36	4.06520528527312	0.0303751328912064	0.0455626993368096	39506	37898	1606	CRISPRessoBatch_on_FANCF_type2_BC1
REP1_type2_FANCF_GTCAG_pegRNA_17	7.61646373742721	0.19410622904535	0.0882301041115229	45336	41882	3453	CRISPRessoBatch_on_FANCF_type2_BC2
REP1_type2_FANCF_GTCAG_pegRNA_27	4.56550212504344	0.0775173077437118	0.0374221485659298	37411	35702	1708	CRISPRessoBatch_on_FANCF_type2_BC2
REP1_type2_FANCF_GTCAG_pegRNA_36	4.98456329050891	0.126979384523454	0.0522856289214222	40164	38162	2002	CRISPRessoBatch_on_FANCF_type2_BC2
REP2_type2_FANCF_GTCAG_pegRNA_17	11.2786707603395	0.304767924869063	0.108361928842333	44296	39299	4996	CRISPRessoBatch_on_FANCF_type2_BC2
REP2_type2_FANCF_GTCAG_pegRNA_27	11.1835421605147	0.031041878315837	0.135455469014561	35436	31472	3963	CRISPRessoBatch_on_FANCF_type2_BC2
REP2_type2_FANCF_GTCAG_pegRNA_36	7.31771105764201	0.0183073543257663	0.0836907626320745	38236	35438	2798	CRISPRessoBatch_on_FANCF_type2_BC2
REP3_type2_FANCF_GTCAG_pegRNA_17	7.66339204402333	0.0813811544498053	0.0736305683117286	51609	47643	3955	CRISPRessoBatch_on_FANCF_type2_BC2
REP3_type2_FANCF_GTCAG_pegRNA_27	7.223376508554	0.0287343618761328	0.0663100658679988	45242	41973	3268	CRISPRessoBatch_on_FANCF_type2_BC2
REP3_type2_FANCF_GTCAG_pegRNA_36	3.50347814069194	0.0437646842032524	0.0437646842032524	43414	41892	1521	CRISPRessoBatch_on_FANCF_type2_BC2
REP1_type2_HEK3_GCTGC_pegRNA_14	6.67745925494761	0.254656577415599	0.0873108265424913	54976	51289	3671	CRISPRessoBatch_on_HEK3_type2_BC1
REP1_type2_HEK3_GCTGC_pegRNA_24	7.92865000785793	0.746503221750746	0.123762376237624	50904	46842	4036	CRISPRessoBatch_on_HEK3_type2_BC1
