Vim
Kcnk1
Kiaa1191
Kit
Krt17
Krt7
Krtcap3
Lama2
Lama5
Lamb1
Larp6
Las1l
Lix1l
Lmcd1
Loxl1
Lratd2
Lrp1
Lrrc15
Ltbp4
Ly6e
Macf1
Maf
Map4k4
Mark3
Mbnl1
Mgp
Mmp10
Mmp7
Mpp7
Mylk
Myo6
Myo9a
Nap1l3
Ndrg1
Nnmt
Nphp3
Nrg1
Nrp2
Osbpl3
Pak6
Pard6b
Patj
Pea15
Pik3cd
Plau
Prom2
Prr16
Ptgis
Ptk2
Ptpn3
Pxdc1
Rab31
Rab6a
Rasef
Rflnb
Sacs
Sat1
Scel
Scg2
Sdc4
Serpinb2
Shmt1
Smad2
Smad7
Sphk1
Spp1
Sprr1a
Spry1
Steap3
Syne2
Tcf3
Tgfbr2
Tgfbr3
Tia1
Tjp2
Tmem45b
Tnfrsf12a
Tox3
Tp53i3
Tp63
Tpd52l1
Tpm4
Ttc28
Ttc39a
Twist2
Uap1
Upp1
Vcam1
Znf165
Abca1
Abcb8
Abcc4
Acta1
Adirf
Ahnak
Ak5
Akt1
Aldh1a1
Ankhd1
Ankle2
Ankrd1
Ano1
Anpep
Anxa3
Anxa6
Anxa8
Arfgap1
Arhgef40
Armcx1
Artn
B2m
B4galt4
Bcl2a1
Bcl3
Bicdl2
Birc3
Blnk
Bmerb1
Bmp2
Calu
Capg
Cav1
Cavin2
Cbr3
Ccdc50
Ccnd1
Cd9
Cd99l2
Cdh6
Cdk14
Cdkn1a
Ceacam1
Ceacam5
Cnksr1
Cobl
Colgalt2
Comp
Coro1a
Cpa4
Csf1
Cthrc1
Cxcl6
Cxcl8
Cxcr4
Cyp27b1
Cyp2f1
Cyp4f11
Dapp1
Dbn1
Deptor
Dhrs2
Dio2
Dixdc1
Dmkn
Dnajb4
Dock10
Dock9
Dpp8
Dpt
Ecm2
Efcab14
Efhd2
Efna1
Egf
Egr2
Eif4a2
Epdr1
Ermp1
Esr1
Ets2
Faah2
Fam110c
Fam83a
Fat4
Fbn2
Fgf5
Filip1l
Flnb
Fuca1
Fut1
Fut3
Fyn
Gale
Galnt2
Ggct
Gldc
Gli3
Glipr2
Gls2
Glyr1
Gnal
Gpc1
Gsdme
Gse1
Gsk3b
Hacl1
Hbegf
Hey1
Hmbs
Hps5
Hs3st1
Hs3st3b1
Hspg2
Ier3
Ifit2
Igf2
Ikbip
Il11
Il13ra2
Il1b
Il1r1
Il32
Ildr1
Ilk
Inava
Inhbb
Iqcb1
Itga11
Kcnma1
Kdelr3
Kiaa0040
Klc3
Klf10
Klk6
Klk7
Krt6b
Lama4
Lbh
Lcp1
Lipg
Lratd1
Mafb
Mansc1
Map3k7
Matn2
Matn3
Mcm7
Mest
Mettl7a
Mfap5
Mitf
Mmp12
Mmp13
Mprip
Msn
Muc20
Mxra5
Nav1
Ndn
Nectin3
Negr1
Nfatc1
Nqo1
Nrip3
Nuak1
Ogdh
Olfml3
Ovol1
P4ha2
P4ha3
Pafah1b1
Pag1
Pam
Papss2
Pdgfa
Pdlim7
Phgdh
Pi3
Pkp1
Pla2g7
Plaat4
Plagl1
Plekho1
Plpp2
Pnma2
Popdc3
Pparg
Ppfibp2
Ppib
Ppp1r14c
Prc1
Prkca
Prkch
Prkd1
Procr
Prr15
Prr5-arhgap8
Prrg4
Prss22
Ptafr
Ptger2
Ptgs1
Rab26
Rapgef5
Rbms1
Rbms3
Rgl1
Rgs2
Rhob
Rln2
Rnf128
Rnf14
Ror1
Runx2
S100a9
Sbno1
Scrib
Sec23a
Selenbp1
Sema3c
Sema5a
Septin6
Serpinh1
Sfrp2
Shroom3
Skil
Slc16a5
Slc22a4
Slc37a2
Slc3a2
Slc7a5
Smc5
Snca
Sntb1
Sox10
Sox2
Spink5
St3gal2
Stat5a
Steap1
Steap4
Stra6
Stx19
Stx3
Stxbp5
Susd5
Syne1
Syt11
Sytl1
Tbc1d23
Tc2n
Tgfbr1
Thbd
Tmem126b
Tmem167a
Tmem37
Tmem47
Tmprss13
Tnfaip3
Tnfrsf11b
Tob1
Tspan13
Tspan4
Tuba4a
Tuft1
Tut7
Ulbp2
Vav3
Vps13a
Vsnl1
Wfdc2
Wnk1
Wnt11
Xdh
Xylt1
Yap1
Zbtb38
Znf207
Znf788p
Ctnnb1
Bmi1
Stat3
Gli1
Hif1a
Foxq1
Foxm1
Mtdh
Tbxt
Sox4
Six1
Nanog
Fam3c
Klf17
Dclk1
Tm4sf5
Klf8
Wwtr1
Pdgfd
Tdgf1
Ezh2
Ccr7
Smad4
Kdm1a
Klf4
Slc39a6
Pten
Ctnnbip1
Eif5a2
Btbd7
Ybx1
Ccl18
Ctbp2
Ctbp1
Macc1
L1cam
Prom1
Cul4a
Pard3
Nedd9
Sall4
Sirt1
Hdgf
Paqr3
Tet1
Shh
Pebp1
Pou5f1
Scube3
Fosl1
Pcbp1
Mrtfa
Tnfaip8l2
Mapk7
Fbxw7
Mta1
Ccn5
Trim62
Sash1
Pfn2
Dab2ip
Trps1
Met
Btrc
Epb41l3
Wasf3
Osm
Sema4c
Tiam1
Epas1
Pdpn
Snai3
Satb1
Wnt1
Sox9
Htatip2
Ascl2
Foxf2
Pard6a
Sox5
Trim44
Trim16
Foxd3
Dlx2
Pdcd4
Ntrk2
Rasal2
Fzd2
Cip2a
Id1
Bmp4
Foxa1
Gkn1
Hcfc1r1
Usp22
Efemp1
Dyrk2
Pitpnm3
Onecut2
Trim66
Suz12
Satb2
Ccl21
Jarid2
Tp53inp1
Bcl9
Gfer
Rhoc
Nodal
Fhod1
Golm1
Nanogp8
Hipk2
Tfap4
Senp1
Rcor1
Cd274
Flot2
Ccn6
Cux1
Tbx1
Nes
Mir23b
Mir29c
Mir203a
Mir155
Mir370
Linc00312
Asap1-it1
Dubr
Msc-as1
Mir193bhg
Fam225b
Linc00313
Fam225a
Snhg18
Linc02085
Mir31hg
Agap2-as1
Snhg12
Mir9-3hg
Linc00239
Fam201a
Unc5b-as1
Pxn-as1
Igf2-as
Mir141
Mir200a
Mir200b
Mir200c
Mir429
Mir542
Mir30b
Mir30d
Mir30e
Mir130b
Mir192
Mir193b
Mir215
Mir17
Linc02693
C5orf66
Mir22hg
Meg3
Scamp1-as1
Ash1l-as1
Loc730101
Mir600hg
Neat1
Paxip1-as1
Malat1
Mir205
Mir30a
Mir145
Spry4-it1
Mir21
Mir300
Linc-ror
Hotair
Mir34a
Tug1
Mir204
Mir221
Mir101-1
Mir182
Mir186
Mir137
Zeb2-as1
Mir373
H19
Zfas1
Mir506
Mir1271
Mir15b
Mir375
Mir150
Mir211
Mir10b
Mir134
Mir138-1
Mir183
Mir30c1
Snhg6
Mir616
Ccat2
Mir187
Hoxa11-as
Mir153-1
Mir491
Ghet1
Mir148a
Mir106b
Mir655
Mir9-1
Cps1-it1
Mir26b
Mir124-1
Mir9-3
Mir96
Mir489
Mir379
Hottip
Mir15a
Mir194-1
Nkila
Mir630
Ccat1
Mir143
Mir132
Mir644a
Mir361
Mir490
Uca1
Mir382
Pvt1
Mir23a
Mir485
Mir31
Mir125b2
Afap1-as1
Mir598
Mir876
Mir181b1
Mir30c2
Mir1236
Mir612
Mir139
Mir22
Mir520c
Mir495
Mir29b1
Snhg15
Hoxa-as2
Zeb1-as1
Cbr3-as1
Mir195
Mir27b
Norad
Bcar4
Cytor
Mir214
Mir340
Mir661
Mir9-2
Mir26a1
Mir16-2
Mir100
Linc00261
Linc01186
Linc02231
Linc02599
Bx111
Tbila
Slc25a25-as1
Loc111162621
Tp73-as1
Mir93
Mir153-2
Mir448
Mir338
Hulc
Mir1290
Pandar
Mir135b
Mir10a
Let-7a-5p
Mir1
Mir103a-3p
Mir122-5p
Mir124-3p
Mir128a
Mir128-2
Mir129
Mir133a
Mir140-3p
Mir142-3p
Mir16-5p
Mir181a
Mir181c
Mir181d
Mir18a
Mir18b
Mir197
Mir199a
Mir19b-3p
Mir210
Mir222
Mir223
Mir224
Mir24-1
Mir27a
Mir296-5p
Mir301
Mir30c-5p
Mir324-3p
Mir328-3p
Mir335-5p
Mir33a
Mir34b
Mir34c
Mir374a-5p
Mir486-3p
Mir488
Mir513
Mir518f
Mir628-5p
Mir636
Mir769-5p
Mir92a-3p
Mir95
Mir98
Mir99a
Mir291a-5p
Mir3092-3p
Mir3104-3p
Mir422b
Mir5046
Mir669h-3p
Mir674-5p
